"","year","state","county","commodity","damagecause","monthcode","month","loss"
"73733",1990,"ID","Bannock","BARLEY","Drought",9,"SEP",23170
"73734",1990,"ID","Bannock","BARLEY","Drought",10,"OCT",3706
"73735",1990,"ID","Bannock","BARLEY","Heat",8,"AUG",2105
"73736",1990,"ID","Bannock","BARLEY","Heat",9,"SEP",6207
"73737",1990,"ID","Bannock","BARLEY","Heat",10,"OCT",332
"73738",1990,"ID","Bannock","BARLEY","Failure Irrig Supply",6,"JUN",4705
"73739",1990,"ID","Bannock","BARLEY","Hail",9,"SEP",4725
"73740",1990,"ID","Bannock","BARLEY","Frost",9,"SEP",2511
"73741",1990,"ID","Bannock","BARLEY","Frost",10,"OCT",1346
"73742",1990,"ID","Bannock","BARLEY","Hot Wind",10,"OCT",1052
"73743",1990,"ID","Bannock","BARLEY","Insects",9,"SEP",4053
"73744",1990,"ID","Bannock","BARLEY","Heat",11,"NOV",1504
"73745",1990,"ID","Bannock","BARLEY","Insects",11,"NOV",2255
"73746",1990,"ID","Bannock","BARLEY","Heat",6,"JUN",3289
"73747",1990,"ID","Bannock","BARLEY","Heat",8,"AUG",4207
"73748",1990,"ID","Bannock","BARLEY","Heat",9,"SEP",237
"73749",1990,"ID","Bannock","BARLEY","Heat",10,"OCT",1407
"73750",1990,"ID","Bannock","BARLEY","Other (Snow-Lightning-Etc.)",8,"AUG",1089
"73751",1990,"ID","Benewah","All Other Crops","Heat",0,"",69
"73752",1990,"ID","Bingham","All Other Crops","Frost",6,"JUN",7447
"73753",1990,"ID","Bingham","All Other Crops","Insects",7,"JUL",7732
"73754",1990,"ID","Bingham","All Other Crops","Heat",10,"OCT",49408
"73755",1990,"ID","Bingham","All Other Crops","Hail",8,"AUG",74112
"73756",1990,"ID","Bingham","All Other Crops","Frost",9,"SEP",5036
"73757",1990,"ID","Bingham","All Other Crops","Drought",5,"MAY",131135
"73758",1990,"ID","Bingham","All Other Crops","Drought",7,"JUL",3429
"73759",1990,"ID","Bingham","All Other Crops","Hail",7,"JUL",2286
"73760",1990,"ID","Bingham","All Other Crops","Drought",6,"JUN",2704
"73761",1990,"ID","Bingham","All Other Crops","Heat",9,"SEP",3933
"73762",1990,"ID","Bingham","All Other Crops","Heat",10,"OCT",3637
"73763",1990,"ID","Bingham","All Other Crops","Hail",7,"JUL",20881
"73764",1990,"ID","Bingham","All Other Crops","Frost",6,"JUN",11496
"73765",1990,"ID","Bingham","All Other Crops","Plant Disease",6,"JUN",15509
"73766",1990,"ID","Blaine","All Other Crops","Heat",5,"MAY",1061
"73767",1990,"ID","Blaine","All Other Crops","Insects",5,"MAY",1061
"73768",1990,"ID","Bonneville","All Other Crops","Frost",6,"JUN",8878
"73769",1990,"ID","Bonneville","All Other Crops","Frost",7,"JUL",100670
"73770",1990,"ID","Bonneville","All Other Crops","Hot Wind",6,"JUN",2220
"73771",1990,"ID","Bonneville","All Other Crops","Hot Wind",7,"JUL",67114
"73772",1990,"ID","Bonneville","All Other Crops","Heat",9,"SEP",179492
"73773",1990,"ID","Bonneville","All Other Crops","Failure Irrig Supply",7,"JUL",62177
"73774",1990,"ID","Bonneville","All Other Crops","Hail",6,"JUN",1065
"73775",1990,"ID","Bonneville","All Other Crops","Plant Disease",7,"JUL",364821
"73776",1990,"ID","Bonneville","All Other Crops","Drought",6,"JUN",3048
"73777",1990,"ID","Bonneville","All Other Crops","Drought",7,"JUL",5080
"73778",1990,"ID","Bonneville","All Other Crops","Drought",8,"AUG",2026
"73779",1990,"ID","Bonneville","All Other Crops","Heat",6,"JUN",13266
"73780",1990,"ID","Bonneville","All Other Crops","Insects",6,"JUN",2032
"73781",1990,"ID","Bonneville","All Other Crops","Hail",0,"",3496
"73782",1990,"ID","Bonneville","All Other Crops","Frost",0,"",2331
"73783",1990,"ID","Bonneville","All Other Crops","Drought",6,"JUN",11028
"73784",1990,"ID","Bonneville","All Other Crops","Wind/Excess Wind",8,"AUG",1591
"73785",1990,"ID","Bonneville","All Other Crops","Drought",7,"JUL",38324
"73786",1990,"ID","Butte","All Other Crops","Heat",6,"JUN",2331
"73787",1990,"ID","Butte","All Other Crops","Frost",6,"JUN",55364
"73788",1990,"ID","Butte","All Other Crops","Heat",0,"",1489
"73789",1990,"ID","Butte","All Other Crops","Failure Irrig Supply",0,"",7508
"73790",1990,"ID","Butte","All Other Crops","Frost",0,"",979
"73791",1990,"ID","Butte","All Other Crops","Insects",0,"",2188
"73792",1990,"ID","Butte","All Other Crops","Heat",0,"",4614
"73793",1990,"ID","Butte","All Other Crops","Frost",0,"",11768
"73794",1990,"ID","Butte","All Other Crops","Insects",0,"",600
"73795",1990,"ID","Camas","All Other Crops","Other (Snow-Lightning-Etc.)",6,"JUN",674
"73796",1990,"ID","Camas","All Other Crops","Drought",9,"SEP",13564
"73797",1990,"ID","Camas","All Other Crops","Heat",9,"SEP",3589
"73798",1990,"ID","Camas","All Other Crops","Heat",11,"NOV",4483
"73799",1990,"ID","Camas","All Other Crops","Frost",11,"NOV",1050
"73800",1990,"ID","Camas","All Other Crops","Frost",2,"FEB",5132
"73801",1990,"ID","Camas","All Other Crops","Freeze",8,"AUG",2579
"73802",1990,"ID","Canyon","All Other Crops","Heat",9,"SEP",15681
"73803",1990,"ID","Canyon","All Other Crops","Hail",5,"MAY",1422711
"73804",1990,"ID","Canyon","All Other Crops","Frost",3,"MAR",2322
"73805",1990,"ID","Canyon","All Other Crops","Frost",5,"MAY",9132
"73806",1990,"ID","Canyon","All Other Crops","Hot Wind",9,"SEP",3874
"73807",1990,"ID","Canyon","All Other Crops","Heat",0,"",824
"73808",1990,"ID","Canyon","All Other Crops","Heat",12,"DEC",2160
"73809",1990,"ID","Canyon","All Other Crops","Cold Wet Weather",12,"DEC",3240
"73810",1990,"ID","Canyon","All Other Crops","Hail",0,"",22064
"73811",1990,"ID","Caribou","All Other Crops","Heat",7,"JUL",2978
"73812",1990,"ID","Caribou","All Other Crops","Frost",6,"JUN",3404
"73813",1990,"ID","Caribou","All Other Crops","Frost",7,"JUL",2752
"73814",1990,"ID","Caribou","All Other Crops","Insects",7,"JUL",440
"73815",1990,"ID","Caribou","All Other Crops","Drought",0,"",981
"73816",1990,"ID","Caribou","All Other Crops","Heat",0,"",3721
"73817",1990,"ID","Caribou","All Other Crops","Hail",0,"",4385
"73818",1990,"ID","Caribou","All Other Crops","Frost",0,"",245
"73819",1990,"ID","Caribou","All Other Crops","Insects",0,"",3497
"73820",1990,"ID","Caribou","All Other Crops","Heat",8,"AUG",9284
"73821",1990,"ID","Caribou","All Other Crops","Failure Irrig Supply",6,"JUN",12535
"73822",1990,"ID","Caribou","All Other Crops","Hail",8,"AUG",109187
"73823",1990,"ID","Caribou","All Other Crops","Frost",8,"AUG",3275
"73824",1990,"ID","Caribou","All Other Crops","Insects",7,"JUL",6496
"73825",1990,"ID","Caribou","All Other Crops","Heat",6,"JUN",14307
"73826",1990,"ID","Caribou","All Other Crops","Heat",7,"JUL",12200
"73827",1990,"ID","Caribou","All Other Crops","Failure Irrig Supply",6,"JUN",2732
"73828",1990,"ID","Caribou","All Other Crops","Hail",8,"AUG",1119
"73829",1990,"ID","Caribou","All Other Crops","Frost",8,"AUG",746
"73830",1990,"ID","Caribou","All Other Crops","Insects",7,"JUL",4067
"73831",1990,"ID","Cassia","WHEAT","Heat",8,"AUG",13880
"73832",1990,"ID","Cassia","WHEAT","Frost",5,"MAY",3363
"73833",1990,"ID","Cassia","WHEAT","Frost",8,"AUG",55522
"73834",1990,"ID","Cassia","WHEAT","Insects",0,"",2306
"73835",1990,"ID","Cassia","WHEAT","Heat",0,"",17268
"73836",1990,"ID","Cassia","WHEAT","Failure Irrig Supply",0,"",303
"73837",1990,"ID","Cassia","WHEAT","Insects",0,"",2532
"73838",1990,"ID","Cassia","WHEAT","Drought",7,"JUL",59509
"73839",1990,"ID","Cassia","WHEAT","Drought",8,"AUG",31042
"73840",1990,"ID","Cassia","WHEAT","Drought",10,"OCT",7206
"73841",1990,"ID","Cassia","WHEAT","Heat",6,"JUN",22214
"73842",1990,"ID","Cassia","WHEAT","Heat",7,"JUL",1617
"73843",1990,"ID","Cassia","WHEAT","Failure Irrig Supply",7,"JUL",1740
"73844",1990,"ID","Cassia","WHEAT","Failure Irrig Supply",9,"SEP",11272
"73845",1990,"ID","Cassia","WHEAT","Failure Irrig Supply",10,"OCT",184
"73846",1990,"ID","Cassia","WHEAT","Insects",6,"JUN",7206
"73847",1990,"ID","Cassia","WHEAT","Insects",7,"JUL",277
"73848",1990,"ID","Cassia","WHEAT","Insects",8,"AUG",103692
"73849",1990,"ID","Cassia","WHEAT","Drought",11,"NOV",11622
"73850",1990,"ID","Cassia","WHEAT","Drought",12,"DEC",16922
"73851",1990,"ID","Cassia","WHEAT","Heat",1,"JAN",14062
"73852",1990,"ID","Cassia","WHEAT","Heat",4,"APR",1227
"73853",1990,"ID","Cassia","WHEAT","Heat",11,"NOV",85934
"73854",1990,"ID","Cassia","WHEAT","Heat",12,"DEC",18586
"73855",1990,"ID","Cassia","WHEAT","Failure Irrig Supply",10,"OCT",25906
"73856",1990,"ID","Cassia","WHEAT","Failure Irrig Supply",11,"NOV",5948
"73857",1990,"ID","Cassia","WHEAT","Freeze",11,"NOV",2549
"73858",1990,"ID","Cassia","WHEAT","Insects",4,"APR",1840
"73859",1990,"ID","Cassia","WHEAT","Insects",11,"NOV",146335
"73860",1990,"ID","Cassia","WHEAT","Insects",12,"DEC",416
"73861",1990,"ID","Cassia","WHEAT","Heat",3,"MAR",1418
"73862",1990,"ID","Cassia","WHEAT","Heat",8,"AUG",5394
"73863",1990,"ID","Cassia","WHEAT","Failure Irrig Supply",5,"MAY",5147
"73864",1990,"ID","Cassia","WHEAT","Failure Irrig Supply",7,"JUL",2146
"73865",1990,"ID","Cassia","WHEAT","Insects",3,"MAR",1418
"73866",1990,"ID","Cassia","OATS","Failure Irrig Supply",5,"MAY",1562
"73867",1990,"ID","Cassia","GREEN PEAS","Heat",7,"JUL",114527
"73868",1990,"ID","Cassia","POTATOES","Heat",3,"MAR",99770
"73869",1990,"ID","Cassia","POTATOES","Heat",6,"JUN",83683
"73870",1990,"ID","Cassia","POTATOES","Heat",7,"JUL",11562
"73871",1990,"ID","Cassia","POTATOES","Heat",7,"JUL",19001
"73872",1990,"ID","Cassia","POTATOES","Heat",9,"SEP",34888
"73873",1990,"ID","Cassia","POTATOES","Heat",1,"JAN",41607
"73874",1990,"ID","Cassia","POTATOES","Heat",12,"DEC",34092
"73875",1990,"ID","Cassia","BARLEY","Heat",8,"AUG",3120
"73876",1990,"ID","Cassia","BARLEY","Frost",5,"MAY",1567
"73877",1990,"ID","Cassia","BARLEY","Frost",8,"AUG",12478
"73878",1990,"ID","Cassia","BARLEY","Failure Irrig Supply",0,"",9291
"73879",1990,"ID","Cassia","BARLEY","Insects",0,"",2323
"73880",1990,"ID","Cassia","BARLEY","Failure Irrig Supply",6,"JUN",4548
"73881",1990,"ID","Cassia","BARLEY","Failure Irrig Supply",7,"JUL",11088
"73882",1990,"ID","Cassia","BARLEY","Failure Irrig Supply",10,"OCT",342
"73883",1990,"ID","Cassia","BARLEY","Frost",9,"SEP",1219
"73884",1990,"ID","Cassia","BARLEY","Insects",7,"JUL",514
"73885",1990,"ID","Cassia","BARLEY","Drought",11,"NOV",735
"73886",1990,"ID","Cassia","BARLEY","Heat",4,"APR",654
"73887",1990,"ID","Cassia","BARLEY","Heat",11,"NOV",3724
"73888",1990,"ID","Cassia","BARLEY","Failure Irrig Supply",5,"MAY",3074
"73889",1990,"ID","Cassia","BARLEY","Failure Irrig Supply",10,"OCT",5004
"73890",1990,"ID","Cassia","BARLEY","Frost",10,"OCT",2144
"73891",1990,"ID","Cassia","BARLEY","Insects",4,"APR",980
"73892",1990,"ID","Cassia","BARLEY","Insects",11,"NOV",5100
"73893",1990,"ID","Cassia","BARLEY","Heat",8,"AUG",560
"73894",1990,"ID","Cassia","BARLEY","Failure Irrig Supply",7,"JUL",3139
"73895",1990,"ID","Clearwater","All Other Crops","Excess Moisture/Precip/Rain",0,"",2207
"73896",1990,"ID","Clearwater","All Other Crops","Heat",5,"MAY",17255
"73897",1990,"ID","Clearwater","All Other Crops","Excess Moisture/Precip/Rain",5,"MAY",8358
"73898",1990,"ID","Clearwater","All Other Crops","Excess Moisture/Precip/Rain",10,"OCT",4314
"73899",1990,"ID","Clearwater","All Other Crops","Excess Moisture/Precip/Rain",5,"MAY",457
"73900",1990,"ID","Clearwater","All Other Crops","Heat",10,"OCT",1926
"73901",1990,"ID","Clearwater","All Other Crops","Excess Moisture/Precip/Rain",5,"MAY",7704
"73902",1990,"ID","Elmore","All Other Crops","Heat",8,"AUG",423
"73903",1990,"ID","Elmore","All Other Crops","Drought",0,"",100
"73904",1990,"ID","Franklin","WHEAT","Drought",6,"JUN",295
"73905",1990,"ID","Franklin","WHEAT","Drought",8,"AUG",3794
"73906",1990,"ID","Franklin","WHEAT","Heat",6,"JUN",4988
"73907",1990,"ID","Franklin","WHEAT","Heat",8,"AUG",23991
"73908",1990,"ID","Franklin","WHEAT","Frost",6,"JUN",12797
"73909",1990,"ID","Franklin","WHEAT","Frost",8,"AUG",10864
"73910",1990,"ID","Franklin","WHEAT","Insects",8,"AUG",33919
"73911",1990,"ID","Franklin","WHEAT","Plant Disease",5,"MAY",3429
"73912",1990,"ID","Franklin","WHEAT","Heat",0,"",125
"73913",1990,"ID","Franklin","WHEAT","Frost",0,"",291
"73914",1990,"ID","Franklin","WHEAT","Drought",10,"OCT",8982
"73915",1990,"ID","Franklin","WHEAT","Heat",11,"NOV",1135
"73916",1990,"ID","Franklin","WHEAT","Frost",5,"MAY",2726
"73917",1990,"ID","Franklin","WHEAT","Freeze",6,"JUN",13474
"73918",1990,"ID","Franklin","WHEAT","Freeze",10,"OCT",3792
"73919",1990,"ID","Franklin","WHEAT","Drought",8,"AUG",3425
"73920",1990,"ID","Franklin","WHEAT","Heat",8,"AUG",856
"73921",1990,"ID","Franklin","WHEAT","Frost",5,"MAY",587
"73922",1990,"ID","Franklin","CORN","Heat",8,"AUG",3000
"73923",1990,"ID","Franklin","CORN","Heat",8,"AUG",3374
"73924",1990,"ID","Franklin","PROCESSING BEANS","Heat",7,"JUL",733
"73925",1990,"ID","Franklin","PROCESSING BEANS","Hot Wind",7,"JUL",488
"73926",1990,"ID","Franklin","BARLEY","Drought",6,"JUN",5116
"73927",1990,"ID","Franklin","BARLEY","Heat",6,"JUN",377
"73928",1990,"ID","Franklin","BARLEY","Heat",8,"AUG",1279
"73929",1990,"ID","Franklin","BARLEY","Frost",6,"JUN",7674
"73930",1990,"ID","Franklin","BARLEY","Frost",8,"AUG",3900
"73931",1990,"ID","Franklin","BARLEY","Freeze",6,"JUN",2704
"73932",1990,"ID","Franklin","BARLEY","Drought",10,"OCT",1106
"73933",1990,"ID","Franklin","BARLEY","Frost",5,"MAY",523
"73934",1990,"ID","Franklin","BARLEY","Freeze",5,"MAY",5511
"73935",1990,"ID","Franklin","BARLEY","Freeze",6,"JUN",1658
"73936",1990,"ID","Fremont","All Other Crops","Frost",6,"JUN",1745
"73937",1990,"ID","Fremont","All Other Crops","Heat",9,"SEP",95209
"73938",1990,"ID","Fremont","All Other Crops","Plant Disease",7,"JUL",174559
"73939",1990,"ID","Fremont","All Other Crops","Drought",6,"JUN",5138
"73940",1990,"ID","Fremont","All Other Crops","Drought",8,"AUG",32124
"73941",1990,"ID","Fremont","All Other Crops","Hail",8,"AUG",8031
"73942",1990,"ID","Gem","All Other Crops","Hail",5,"MAY",453559
"73943",1990,"ID","Gem","All Other Crops","Hail",10,"OCT",47166
"73944",1990,"ID","Gem","All Other Crops","Frost",5,"MAY",31267
"73945",1990,"ID","Gem","All Other Crops","Frost",10,"OCT",20214
"73946",1990,"ID","Gem","All Other Crops","Fruit Set Failure",5,"MAY",47876
"73947",1990,"ID","Gem","All Other Crops","Hail",5,"MAY",15172
"73948",1990,"ID","Gem","All Other Crops","Hail",10,"OCT",12179
"73949",1990,"ID","Gem","All Other Crops","Frost",5,"MAY",1220
"73950",1990,"ID","Gooding","All Other Crops","Frost",9,"SEP",14879
"73951",1990,"ID","Gooding","All Other Crops","Heat",9,"SEP",4456
"73952",1990,"ID","Idaho","WHEAT","Heat",5,"MAY",911
"73953",1990,"ID","Idaho","WHEAT","Excess Moisture/Precip/Rain",5,"MAY",14947
"73954",1990,"ID","Idaho","WHEAT","Heat",0,"",5090
"73955",1990,"ID","Idaho","WHEAT","Excess Moisture/Precip/Rain",0,"",8695
"73956",1990,"ID","Idaho","OATS","Excess Moisture/Precip/Rain",5,"MAY",77
"73957",1990,"ID","Idaho","DRY PEAS","Failure Irrig Supply",5,"MAY",144
"73958",1990,"ID","Idaho","DRY PEAS","Excess Moisture/Precip/Rain",5,"MAY",18942
"73959",1990,"ID","Idaho","DRY PEAS","Excess Moisture/Precip/Rain",0,"",3449
"73960",1990,"ID","Idaho","DRY PEAS","Other (Snow-Lightning-Etc.)",0,"",39
"73961",1990,"ID","Idaho","DRY PEAS","Heat",0,"",1223
"73962",1990,"ID","Idaho","DRY PEAS","Hail",0,"",609
"73963",1990,"ID","Idaho","DRY PEAS","Excess Moisture/Precip/Rain",0,"",40252
"73964",1990,"ID","Idaho","DRY PEAS","Other (Snow-Lightning-Etc.)",0,"",377
"73965",1990,"ID","Idaho","DRY PEAS","Excess Moisture/Precip/Rain",5,"MAY",1046
"73966",1990,"ID","Idaho","BARLEY","Excess Moisture/Precip/Rain",5,"MAY",11081
"73967",1990,"ID","Idaho","BARLEY","Heat",0,"",5116
"73968",1990,"ID","Idaho","BARLEY","Excess Moisture/Precip/Rain",0,"",12254
"73969",1990,"ID","Jefferson","All Other Crops","Frost",6,"JUN",12765
"73970",1990,"ID","Jefferson","All Other Crops","Hot Wind",6,"JUN",3191
"73971",1990,"ID","Jefferson","All Other Crops","Heat",7,"JUL",60698
"73972",1990,"ID","Jefferson","All Other Crops","Heat",9,"SEP",159307
"73973",1990,"ID","Jefferson","All Other Crops","Frost",10,"OCT",71640
"73974",1990,"ID","Jefferson","All Other Crops","Cold Wet Weather",9,"SEP",2090
"73975",1990,"ID","Jefferson","All Other Crops","Wind/Excess Wind",8,"AUG",2644
"73976",1990,"ID","Jefferson","All Other Crops","Other (Snow-Lightning-Etc.)",9,"SEP",34045
"73977",1990,"ID","Jefferson","All Other Crops","Plant Disease",7,"JUL",208466
"73978",1990,"ID","Jefferson","All Other Crops","Plant Disease",8,"AUG",146256
"73979",1990,"ID","Jefferson","All Other Crops","Hail",7,"JUL",12386
"73980",1990,"ID","Jefferson","All Other Crops","Hail",8,"AUG",2827
"73981",1990,"ID","Jefferson","All Other Crops","Wildlife",8,"AUG",25443
"73982",1990,"ID","Jefferson","All Other Crops","Heat",10,"OCT",7516
"73983",1990,"ID","Jefferson","All Other Crops","Failure Irrig Supply",7,"JUL",18362
"73984",1990,"ID","Jefferson","All Other Crops","Hail",7,"JUL",14060
"73985",1990,"ID","Jefferson","All Other Crops","Hail",10,"OCT",2935
"73986",1990,"ID","Jefferson","All Other Crops","Frost",6,"JUN",4849
"73987",1990,"ID","Jefferson","All Other Crops","Wind/Excess Wind",7,"JUL",15467
"73988",1990,"ID","Jefferson","All Other Crops","Wind/Excess Wind",8,"AUG",25046
"73989",1990,"ID","Jefferson","All Other Crops","Wind/Excess Wind",9,"SEP",4402
"73990",1990,"ID","Jefferson","All Other Crops","Failure Irrig Supply",7,"JUL",28728
"73991",1990,"ID","Jefferson","All Other Crops","Hail",8,"AUG",739
"73992",1990,"ID","Jefferson","All Other Crops","Wildlife",8,"AUG",6651
"73993",1990,"ID","Jerome","All Other Crops","Heat",7,"JUL",889
"73994",1990,"ID","Jerome","All Other Crops","Frost",5,"MAY",4371
"73995",1990,"ID","Jerome","All Other Crops","Heat",3,"MAR",3326
"73996",1990,"ID","Jerome","All Other Crops","Heat",6,"JUN",1059
"73997",1990,"ID","Jerome","All Other Crops","Heat",8,"AUG",1316
"73998",1990,"ID","Jerome","All Other Crops","Heat",10,"OCT",1843
"73999",1990,"ID","Jerome","All Other Crops","Heat",1,"JAN",38998
"74000",1990,"ID","Jerome","All Other Crops","Wildlife",1,"JAN",9750
"74001",1990,"ID","Jerome","All Other Crops","Heat",9,"SEP",563
"74002",1990,"ID","Jerome","All Other Crops","Frost",5,"MAY",14901
"74003",1990,"ID","Jerome","All Other Crops","Heat",8,"AUG",5806
"74004",1990,"ID","Kootenai","All Other Crops","Heat",0,"",489
"74005",1990,"ID","Kootenai","All Other Crops","Excess Moisture/Precip/Rain",0,"",210
"74006",1990,"ID","Latah","All Other Crops","Heat",5,"MAY",38
"74007",1990,"ID","Latah","All Other Crops","Heat",6,"JUN",13265
"74008",1990,"ID","Latah","All Other Crops","Heat",7,"JUL",6290
"74009",1990,"ID","Latah","All Other Crops","Excess Moisture/Precip/Rain",5,"MAY",58
"74010",1990,"ID","Latah","All Other Crops","Excess Moisture/Precip/Rain",6,"JUN",21189
"74011",1990,"ID","Latah","All Other Crops","Excess Moisture/Precip/Rain",7,"JUL",2994
"74012",1990,"ID","Latah","All Other Crops","Heat",0,"",866
"74013",1990,"ID","Latah","All Other Crops","Excess Moisture/Precip/Rain",0,"",371
"74014",1990,"ID","Latah","All Other Crops","Heat",9,"SEP",8208
"74015",1990,"ID","Latah","All Other Crops","Heat",10,"OCT",5148
"74016",1990,"ID","Latah","All Other Crops","Failure Irrig Supply",10,"OCT",543
"74017",1990,"ID","Latah","All Other Crops","Excess Moisture/Precip/Rain",5,"MAY",20849
"74018",1990,"ID","Latah","All Other Crops","Excess Moisture/Precip/Rain",9,"SEP",32505
"74019",1990,"ID","Latah","All Other Crops","Plant Disease",9,"SEP",22678
"74020",1990,"ID","Latah","All Other Crops","Heat",10,"OCT",565
"74021",1990,"ID","Latah","All Other Crops","Excess Moisture/Precip/Rain",5,"MAY",1694
"74022",1990,"ID","Latah","All Other Crops","Heat",5,"MAY",56
"74023",1990,"ID","Latah","All Other Crops","Heat",6,"JUN",1507
"74024",1990,"ID","Latah","All Other Crops","Heat",7,"JUL",1766
"74025",1990,"ID","Latah","All Other Crops","Excess Moisture/Precip/Rain",5,"MAY",83
"74026",1990,"ID","Latah","All Other Crops","Excess Moisture/Precip/Rain",6,"JUN",2261
"74027",1990,"ID","Latah","All Other Crops","Drought",5,"MAY",3614
"74028",1990,"ID","Latah","All Other Crops","Drought",9,"SEP",5697
"74029",1990,"ID","Latah","All Other Crops","Heat",10,"OCT",4131
"74030",1990,"ID","Latah","All Other Crops","Excess Moisture/Precip/Rain",5,"MAY",15215
"74031",1990,"ID","Latah","All Other Crops","Excess Moisture/Precip/Rain",9,"SEP",14901
"74032",1990,"ID","Lewis","WHEAT","Heat",6,"JUN",850
"74033",1990,"ID","Lewis","WHEAT","Excess Moisture/Precip/Rain",5,"MAY",10214
"74034",1990,"ID","Lewis","WHEAT","Plant Disease",0,"",401
"74035",1990,"ID","Lewis","WHEAT","Heat",10,"OCT",206
"74036",1990,"ID","Lewis","WHEAT","Excess Moisture/Precip/Rain",5,"MAY",617
"74037",1990,"ID","Lewis","WHEAT","Plant Disease",8,"AUG",3645
"74038",1990,"ID","Lewis","GREEN PEAS","Excess Moisture/Precip/Rain",0,"",37884
"74039",1990,"ID","Lewis","DRY PEAS","Hail",5,"MAY",5404
"74040",1990,"ID","Lewis","DRY PEAS","Excess Moisture/Precip/Rain",5,"MAY",9975
"74041",1990,"ID","Lewis","DRY PEAS","Hail",0,"",221
"74042",1990,"ID","Lewis","DRY PEAS","Excess Moisture/Precip/Rain",0,"",33306
"74043",1990,"ID","Lewis","DRY PEAS","Heat",0,"",12169
"74044",1990,"ID","Lewis","DRY PEAS","Heat",7,"JUL",8525
"74045",1990,"ID","Lewis","DRY PEAS","Hail",0,"",358
"74046",1990,"ID","Lewis","DRY PEAS","Excess Moisture/Precip/Rain",0,"",58129
"74047",1990,"ID","Lewis","DRY PEAS","Drought",10,"OCT",8568
"74048",1990,"ID","Lewis","DRY PEAS","Excess Moisture/Precip/Rain",5,"MAY",11920
"74049",1990,"ID","Lewis","BARLEY","Heat",0,"",1120
"74050",1990,"ID","Lewis","BARLEY","Heat",8,"AUG",4755
"74051",1990,"ID","Lincoln","All Other Crops","Heat",7,"JUL",2920
"74052",1990,"ID","Lincoln","All Other Crops","Heat",6,"JUN",3442
"74053",1990,"ID","Lincoln","All Other Crops","Heat",7,"JUL",16348
"74054",1990,"ID","Lincoln","All Other Crops","Failure Irrig Supply",5,"MAY",2131
"74055",1990,"ID","Lincoln","All Other Crops","Failure Irrig Supply",6,"JUN",1444
"74056",1990,"ID","Lincoln","All Other Crops","Frost",6,"JUN",9075
"74057",1990,"ID","Lincoln","All Other Crops","Frost",7,"JUL",17796
"74058",1990,"ID","Lincoln","All Other Crops","Wildlife",6,"JUN",44
"74059",1990,"ID","Lincoln","All Other Crops","Other (Snow-Lightning-Etc.)",5,"MAY",1421
"74060",1990,"ID","Lincoln","All Other Crops","Insects",9,"SEP",2811
"74061",1990,"ID","Lincoln","All Other Crops","Heat",1,"JAN",2717
"74062",1990,"ID","Lincoln","All Other Crops","Wildlife",1,"JAN",679
"74063",1990,"ID","Lincoln","All Other Crops","Heat",6,"JUN",1366
"74064",1990,"ID","Lincoln","All Other Crops","Heat",7,"JUL",4198
"74065",1990,"ID","Lincoln","All Other Crops","Failure Irrig Supply",6,"JUN",474
"74066",1990,"ID","Lincoln","All Other Crops","Frost",5,"MAY",3086
"74067",1990,"ID","Lincoln","All Other Crops","Frost",6,"JUN",21644
"74068",1990,"ID","Lincoln","All Other Crops","Frost",7,"JUL",8738
"74069",1990,"ID","Madison","All Other Crops","Heat",7,"JUL",2372
"74070",1990,"ID","Madison","All Other Crops","Heat",9,"SEP",399101
"74071",1990,"ID","Madison","All Other Crops","Drought",7,"JUL",31055
"74072",1990,"ID","Madison","All Other Crops","Failure Irrig Supply",6,"JUN",1777
"74073",1990,"ID","Madison","All Other Crops","Frost",6,"JUN",1185
"74074",1990,"ID","Madison","All Other Crops","Hot Wind",7,"JUL",10312
"74075",1990,"ID","Madison","All Other Crops","Drought",0,"",2790
"74076",1990,"ID","Madison","All Other Crops","Heat",0,"",697
"74077",1990,"ID","Madison","All Other Crops","Drought",6,"JUN",7554
"74078",1990,"ID","Madison","All Other Crops","Hail",8,"AUG",401
"74079",1990,"ID","Minidoka","DRY BEANS","Heat",7,"JUL",174
"74080",1990,"ID","Minidoka","DRY BEANS","Plant Disease",7,"JUL",5857
"74081",1990,"ID","Minidoka","DRY BEANS","Excess Moisture/Precip/Rain",1,"JAN",2288
"74082",1990,"ID","Minidoka","DRY BEANS","Heat",1,"JAN",3233
"74083",1990,"ID","Minidoka","DRY BEANS","Excess Moisture/Precip/Rain",1,"JAN",4850
"74084",1990,"ID","Minidoka","GREEN PEAS","Heat",7,"JUL",2888
"74085",1990,"ID","Minidoka","POTATOES","Plant Disease",7,"JUL",23180
"74086",1990,"ID","Nez Perce","WHEAT","Heat",6,"JUN",319
"74087",1990,"ID","Nez Perce","WHEAT","Heat",7,"JUL",37
"74088",1990,"ID","Nez Perce","WHEAT","Heat",8,"AUG",942
"74089",1990,"ID","Nez Perce","WHEAT","Hail",5,"MAY",6419
"74090",1990,"ID","Nez Perce","WHEAT","Excess Moisture/Precip/Rain",7,"JUL",55
"74091",1990,"ID","Nez Perce","WHEAT","Drought",8,"AUG",1634
"74092",1990,"ID","Nez Perce","WHEAT","Heat",10,"OCT",1342
"74093",1990,"ID","Nez Perce","WHEAT","Hail",5,"MAY",1228
"74094",1990,"ID","Nez Perce","WHEAT","Excess Moisture/Precip/Rain",5,"MAY",1569
