"","year","state","county","commodity","damagecause","monthcode","month","acres","loss"
"751357",2006,"WA","Douglas","PEARS","Frost",5,"MAY",2,2508
"751358",2006,"WA","Douglas","BARLEY","Heat",7,"JUL",33.35,265
"751359",2006,"WA","Douglas","BARLEY","Heat",6,"JUN",395.22,7745
"751360",2006,"WA","Douglas","BARLEY","Heat",5,"MAY",67.2,782
"751361",2006,"WA","Franklin","WHEAT","Decline in Price",9,"SEP",1284.6573,9125.52
"751362",2006,"WA","Franklin","WHEAT","Drought",8,"AUG",601.475,6974.8
"751363",2006,"WA","Franklin","WHEAT","Heat",5,"MAY",528.4868,11831.22
"751364",2006,"WA","Franklin","WHEAT","Heat",6,"JUN",337.82,21932
"751365",2006,"WA","Franklin","WHEAT","Heat",6,"JUN",13.5,1746.9
"751366",2006,"WA","Franklin","WHEAT","Frost",4,"APR",817.4,36234
"751367",2006,"WA","Franklin","WHEAT","Frost",5,"MAY",630.471,9390.36
"751368",2006,"WA","Franklin","WHEAT","Frost",5,"MAY",16.5,2135.1
"751369",2006,"WA","Franklin","WHEAT","Freeze",4,"APR",529.1199,4595.1
"751370",2006,"WA","Franklin","ONIONS","Frost",10,"OCT",40.17,7743.6
"751371",2006,"WA","Franklin","ONIONS","Frost",10,"OCT",0.93,35.7
"751372",2006,"WA","Franklin","ONIONS","Wind/Excess Wind",5,"MAY",93.73,18068.4
"751373",2006,"WA","Franklin","ONIONS","Wind/Excess Wind",5,"MAY",2.17,83.3
"751374",2006,"WA","Franklin","GRAPES","Frost",10,"OCT",12.1,9236
"751375",2006,"WA","Franklin","GRAPES","Freeze",10,"OCT",11,36224
"751376",2006,"WA","Franklin","GRAPES","Freeze",10,"OCT",15,5605
"751377",2006,"WA","Franklin","APPLES","Insects",5,"MAY",5.3,7040
"751378",2006,"WA","Franklin","CHERRIES","Heat",11,"NOV",57.3,73626
"751379",2006,"WA","Franklin","CHERRIES","Excess Moisture/Precip/Rain",6,"JUN",12.1,16342
"751380",2006,"WA","Franklin","CHERRIES","Excess Moisture/Precip/Rain",6,"JUN",191.3,368748
"751381",2006,"WA","Franklin","CHERRIES","Excess Moisture/Precip/Rain",4,"APR",54.3,69540
"751382",2006,"WA","Franklin","ADJUSTED GROSS REVENUE-LITE","Other Causes",2,"FEB",0,9316
"751383",2006,"WA","Franklin","ADJUSTED GROSS REVENUE","Other Causes",1,"JAN",0,18264
"751384",2006,"WA","Franklin","ADJUSTED GROSS REVENUE","Excess Moisture/Precip/Rain",6,"JUN",0,219203
"751385",2006,"WA","Franklin","ADJUSTED GROSS REVENUE","Frost",7,"JUL",0,105999
"751386",2006,"WA","Franklin","ADJUSTED GROSS REVENUE","Cold Wet Weather",6,"JUN",0,98042
"751387",2006,"WA","Franklin","ADJUSTED GROSS REVENUE","Other (Snow-Lightning-Etc.)",10,"OCT",0,132926
"751388",2006,"WA","Franklin","GREEN PEAS","Frost",5,"MAY",607,10857
"751389",2006,"WA","Garfield","WHEAT","Decline in Price",9,"SEP",1853.6421,4255.18
"751390",2006,"WA","Garfield","WHEAT","Decline in Price",8,"AUG",287.7162,2497.6
"751391",2006,"WA","Garfield","WHEAT","Drought",5,"MAY",1098.12,50312
"751392",2006,"WA","Garfield","WHEAT","Drought",6,"JUN",373.48,21123
"751393",2006,"WA","Garfield","WHEAT","Heat",5,"MAY",15069.5067,399307.42
"751394",2006,"WA","Garfield","WHEAT","Heat",8,"AUG",14.94,370
"751395",2006,"WA","Garfield","WHEAT","Heat",5,"MAY",1416.16,34003
"751396",2006,"WA","Garfield","WHEAT","Heat",5,"MAY",11.97,919.8
"751397",2006,"WA","Garfield","WHEAT","Heat",6,"JUN",2195.46,72389
"751398",2006,"WA","Garfield","WHEAT","Frost",5,"MAY",362.733,9641.8
"751399",2006,"WA","Garfield","WHEAT","Freeze",5,"MAY",48.582,393
"751400",2006,"WA","Garfield","WHEAT","Cold Wet Weather",12,"DEC",7.98,613.2
"751401",2006,"WA","Garfield","DRY PEAS","Heat",5,"MAY",69.89,2772
"751402",2006,"WA","Garfield","BARLEY","Drought",5,"MAY",150.474,5404
"751403",2006,"WA","Garfield","BARLEY","Drought",6,"JUN",211.372,3510.8
"751404",2006,"WA","Garfield","BARLEY","Drought",7,"JUL",5.42,32
"751405",2006,"WA","Garfield","BARLEY","Heat",6,"JUN",29.1,760
"751406",2006,"WA","Garfield","BARLEY","Heat",5,"MAY",3665.103,55828.9
"751407",2006,"WA","Garfield","BARLEY","Heat",6,"JUN",304.534,7730.2
"751408",2006,"WA","Garfield","BARLEY","Heat",7,"JUL",43.38,332
"751409",2006,"WA","Garfield","BARLEY","Frost",5,"MAY",14.147,1073.1
"751410",2006,"WA","Grant","WHEAT","Decline in Price",9,"SEP",144.5012,3332.07
"751411",2006,"WA","Grant","WHEAT","Drought",6,"JUN",128.13,8665
"751412",2006,"WA","Grant","WHEAT","Drought",11,"NOV",64.19,809
"751413",2006,"WA","Grant","WHEAT","Drought",5,"MAY",30.9,1941
"751414",2006,"WA","Grant","WHEAT","Drought",7,"JUL",53.79,109
"751415",2006,"WA","Grant","WHEAT","Heat",6,"JUN",592.6176,12973.8
"751416",2006,"WA","Grant","WHEAT","Heat",5,"MAY",661.54,15339
"751417",2006,"WA","Grant","WHEAT","Heat",5,"MAY",0.3,74
"751418",2006,"WA","Grant","WHEAT","Heat",5,"MAY",160.85,1086
"751419",2006,"WA","Grant","WHEAT","Frost",6,"JUN",43.1307,606.39
"751420",2006,"WA","Grant","WHEAT","Frost",4,"APR",655.3598,36151.88
"751421",2006,"WA","Grant","WHEAT","Frost",4,"APR",64.07,1975
"751422",2006,"WA","Grant","WHEAT","Frost",5,"MAY",155.8917,2616.81
"751423",2006,"WA","Grant","WHEAT","Freeze",5,"MAY",242.809,3214.05
"751424",2006,"WA","Grant","WHEAT","Cold Winter",8,"AUG",162.75,4820
"751425",2006,"WA","Grant","SWEET CORN","Excess Moisture/Precip/Rain",7,"JUL",77,14452.2
"751426",2006,"WA","Grant","SWEET CORN","Excess Moisture/Precip/Rain",6,"JUN",139.74,21108.6
"751427",2006,"WA","Grant","SWEET CORN","Frost",10,"OCT",11.86,1657.2
"751428",2006,"WA","Grant","SWEET CORN","Wind/Excess Wind",5,"MAY",76.68,19476
"751429",2006,"WA","Grant","SWEET CORN","Wind/Excess Wind",5,"MAY",154.76,2244
"751430",2006,"WA","Grant","SWEET CORN","Wind/Excess Wind",4,"APR",59.84,-1776
"751431",2006,"WA","Grant","SWEET CORN","Wind/Excess Wind",4,"APR",51.12,12984
"751432",2006,"WA","Grant","PROCESSING BEANS","Heat",8,"AUG",29,1326
"751433",2006,"WA","Grant","PROCESSING BEANS","Heat",7,"JUL",51,23834
"751434",2006,"WA","Grant","DRY BEANS","Heat",7,"JUL",73,3758
"751435",2006,"WA","Grant","APPLES","Hail",6,"JUN",392.4,527818
"751436",2006,"WA","Grant","APPLES","Hail",6,"JUN",267.1,854947
"751437",2006,"WA","Grant","APPLES","Hail",5,"MAY",28.8,14864
"751438",2006,"WA","Grant","APPLES","Hail",5,"MAY",10.2,26862
"751439",2006,"WA","Grant","APPLES","Frost",4,"APR",6.8,4281.2
"751440",2006,"WA","Grant","APPLES","Wildlife",4,"APR",10.2,6421.8
"751441",2006,"WA","Grant","CHERRIES","Excess Moisture/Precip/Rain",6,"JUN",31.2,67485.8
"751442",2006,"WA","Grant","CHERRIES","Frost",4,"APR",1.5,1191
"751443",2006,"WA","Grant","CHERRIES","Wind/Excess Wind",6,"JUN",6.4,13843.2
"751444",2006,"WA","Grant","ADJUSTED GROSS REVENUE","Hail",6,"JUN",0,142388
"751445",2006,"WA","Grant","ADJUSTED GROSS REVENUE","Frost",4,"APR",0,1434.8
"751446",2006,"WA","Grant","ADJUSTED GROSS REVENUE","Cold Wet Weather",6,"JUN",0,443817
"751447",2006,"WA","Grant","ADJUSTED GROSS REVENUE","Wildlife",4,"APR",0,2152.2
"751448",2006,"WA","Grant","GREEN PEAS","Heat",6,"JUN",384.2,23674
"751449",2006,"WA","Grant","GREEN PEAS","Heat",6,"JUN",51.56,17846.8
"751450",2006,"WA","Grant","GREEN PEAS","Heat",6,"JUN",52,21135
"751451",2006,"WA","Grant","GREEN PEAS","Hail",5,"MAY",125,10040
"751452",2006,"WA","Grant","GREEN PEAS","Excess Moisture/Precip/Rain",5,"MAY",268,98217
"751453",2006,"WA","Grant","GREEN PEAS","Excess Moisture/Precip/Rain",4,"APR",117.7,16563
"751454",2006,"WA","Grant","GREEN PEAS","Excess Moisture/Precip/Rain",6,"JUN",90.2,7960
"751455",2006,"WA","Grant","GREEN PEAS","Excess Moisture/Precip/Rain",6,"JUN",77.34,26770.2
"751456",2006,"WA","Grant","GREEN PEAS","Excess Moisture/Precip/Rain",5,"MAY",69.4,25898
"751457",2006,"WA","Grant","DRY PEAS","Heat",5,"MAY",27,880
"751458",2006,"WA","Grant","DRY PEAS","Hail",6,"JUN",21,35
"751459",2006,"WA","Grant","DRY PEAS","Frost",5,"MAY",9,15
"751460",2006,"WA","Grant","PEARS","Hail",6,"JUN",8,11808
"751461",2006,"WA","Grant","PEARS","Frost",4,"APR",17.4,11774
"751462",2006,"WA","Grant","BARLEY","Drought",6,"JUN",66.6,1656
"751463",2006,"WA","Grant","BARLEY","Heat",5,"MAY",20,2764
"751464",2006,"WA","Grant","FRESH APRICOTS","Hail",5,"MAY",7.497,8555.4
"751465",2006,"WA","Grant","FRESH APRICOTS","Hail",6,"JUN",3,3498.75
"751466",2006,"WA","Grant","FRESH APRICOTS","Frost",2,"FEB",7.803,8904.6
"751467",2006,"WA","Grant","FRESH APRICOTS","Freeze",5,"MAY",9,10496.25
"751468",2006,"WA","Grays Harbor","All Other Crops","Cold Wet Weather",5,"MAY",3.9,2550
"751469",2006,"WA","Grays Harbor","All Other Crops","Cold Wet Weather",6,"JUN",29.8,1107
"751470",2006,"WA","Island","All Other Crops","Excess Moisture/Precip/Rain",9,"SEP",106,13704
"751471",2006,"WA","Island","All Other Crops","Excess Moisture/Precip/Rain",6,"JUN",28.3,5538
"751472",2006,"WA","Island","All Other Crops","Excess Moisture/Precip/Rain",4,"APR",44.5,1759
"751473",2006,"WA","Island","All Other Crops","Cold Wet Weather",4,"APR",25,2711
"751474",2006,"WA","Kittitas","All Other Crops","Hail",7,"JUL",35.7,-10881
"751475",2006,"WA","Kittitas","All Other Crops","Freeze",9,"SEP",6,11751
"751476",2006,"WA","Klickitat","WHEAT","Decline in Price",9,"SEP",38,106
"751477",2006,"WA","Klickitat","WHEAT","Drought",5,"MAY",86.44,1806
"751478",2006,"WA","Klickitat","WHEAT","Heat",5,"MAY",47.432,3117.6
"751479",2006,"WA","Klickitat","WHEAT","Heat",6,"JUN",270.33,4208
"751480",2006,"WA","Klickitat","WHEAT","Freeze",2,"FEB",15.5,249.9
"751481",2006,"WA","Klickitat","WHEAT","Cold Wet Weather",2,"FEB",653.36,10792
"751482",2006,"WA","Klickitat","WHEAT","Cold Wet Weather",5,"MAY",98,2395
"751483",2006,"WA","Klickitat","WHEAT","Cold Wet Weather",12,"DEC",11.858,779.4
"751484",2006,"WA","Klickitat","WHEAT","Cold Wet Weather",2,"FEB",514.5,24578
"751485",2006,"WA","Klickitat","WHEAT","Cold Wet Weather",3,"MAR",263.26,7050
"751486",2006,"WA","Klickitat","WHEAT","Cold Wet Weather",11,"NOV",139.5,2249.1
"751487",2006,"WA","Klickitat","WHEAT","Cold Wet Weather",3,"MAR",248.9,4294
"751488",2006,"WA","Klickitat","WHEAT","Other (Snow-Lightning-Etc.)",3,"MAR",14.96,62
"751489",2006,"WA","Klickitat","BARLEY","Drought",8,"AUG",37.2,1151
"751490",2006,"WA","Lincoln","WHEAT","Decline in Price",9,"SEP",221.64,930
"751491",2006,"WA","Lincoln","WHEAT","Decline in Price",8,"AUG",311.3,2126
"751492",2006,"WA","Lincoln","WHEAT","Drought",6,"JUN",109.62,1107
"751493",2006,"WA","Lincoln","WHEAT","Drought",9,"SEP",41.564,776.8
"751494",2006,"WA","Lincoln","WHEAT","Drought",7,"JUL",318.57,8565
"751495",2006,"WA","Lincoln","WHEAT","Drought",5,"MAY",181.89,829
"751496",2006,"WA","Lincoln","WHEAT","Drought",5,"MAY",40,275
"751497",2006,"WA","Lincoln","WHEAT","Heat",6,"JUN",559.4985,10456.75
"751498",2006,"WA","Lincoln","WHEAT","Heat",9,"SEP",20.752,387.6
"751499",2006,"WA","Lincoln","WHEAT","Heat",6,"JUN",782,15759.7
"751500",2006,"WA","Lincoln","WHEAT","Heat",9,"SEP",642.52,29048
"751501",2006,"WA","Lincoln","WHEAT","Heat",5,"MAY",361.5008,15100.8
"751502",2006,"WA","Lincoln","WHEAT","Heat",5,"MAY",746.2951,18137.82
"751503",2006,"WA","Lincoln","WHEAT","Failure Irrig Supply",7,"JUL",64.228,2379.6
"751504",2006,"WA","Lincoln","WHEAT","Hail",7,"JUL",1759.24,90033
"751505",2006,"WA","Lincoln","WHEAT","Hail",7,"JUL",2417.008,59305.8
"751506",2006,"WA","Lincoln","WHEAT","Hail",7,"JUL",215.73,19290
"751507",2006,"WA","Lincoln","WHEAT","Excess Moisture/Precip/Rain",5,"MAY",155.7,3358.8
"751508",2006,"WA","Lincoln","WHEAT","Excess Moisture/Precip/Rain",4,"APR",167.1,2083.8
"751509",2006,"WA","Lincoln","WHEAT","Frost",5,"MAY",976.3095,11417.65
"751510",2006,"WA","Lincoln","WHEAT","Frost",2,"FEB",190.2249,4624.17
"751511",2006,"WA","Lincoln","WHEAT","Frost",5,"MAY",283.32,8362.5
"751512",2006,"WA","Lincoln","WHEAT","Frost",6,"JUN",111.42,226
"751513",2006,"WA","Lincoln","WHEAT","Freeze",2,"FEB",965.26,15931
"751514",2006,"WA","Lincoln","WHEAT","Freeze",2,"FEB",115.4,1908
"751515",2006,"WA","Lincoln","WHEAT","Freeze",10,"OCT",312.99,9498
"751516",2006,"WA","Lincoln","WHEAT","Cold Winter",2,"FEB",114.972,8045.2
"751517",2006,"WA","Lincoln","WHEAT","Cold Winter",3,"MAR",28.45,359
"751518",2006,"WA","Lincoln","WHEAT","Cold Wet Weather",2,"FEB",189.09,3124
"751519",2006,"WA","Lincoln","WHEAT","Cold Wet Weather",5,"MAY",78.3972,1530
"751520",2006,"WA","Lincoln","WHEAT","Cold Wet Weather",1,"JAN",29.645,1305.5
"751521",2006,"WA","Lincoln","WHEAT","Cold Wet Weather",3,"MAR",54.5,686
"751522",2006,"WA","Lincoln","WHEAT","Cold Wet Weather",2,"FEB",296.885,4595.51
"751523",2006,"WA","Lincoln","CANOLA","Frost",4,"APR",90.63,4029
"751524",2006,"WA","Lincoln","DRY PEAS","Drought",7,"JUL",59.5,910
"751525",2006,"WA","Lincoln","POTATOES","Insects",6,"JUN",125,94979
"751526",2006,"WA","Lincoln","BARLEY","Heat",5,"MAY",127.08,640
"751527",2006,"WA","Lincoln","BARLEY","Excess Moisture/Precip/Rain",6,"JUN",34.82,64
"751528",2006,"WA","Okanogan","WHEAT","Heat",6,"JUN",27,94
"751529",2006,"WA","Okanogan","WHEAT","Cold Winter",3,"MAR",5.3,56
"751530",2006,"WA","Okanogan","WHEAT","Cold Winter",3,"MAR",635.2,6899
"751531",2006,"WA","Okanogan","WHEAT","Cold Wet Weather",10,"OCT",144,2084
"751532",2006,"WA","Okanogan","WHEAT","Cold Wet Weather",10,"OCT",190.42,1840
"751533",2006,"WA","Okanogan","WHEAT","Cold Wet Weather",10,"OCT",261.22,11860
"751534",2006,"WA","Okanogan","APPLES","Heat",5,"MAY",7.25,10078.25
"751535",2006,"WA","Okanogan","APPLES","Heat",5,"MAY",13.923,17387.43
"751536",2006,"WA","Okanogan","APPLES","Hail",7,"JUL",37.1,94708.56
"751537",2006,"WA","Okanogan","APPLES","Hail",5,"MAY",184,512132
"751538",2006,"WA","Okanogan","APPLES","Hail",6,"JUN",33.3,161681
"751539",2006,"WA","Okanogan","APPLES","Hail",6,"JUN",1.5,2293
"751540",2006,"WA","Okanogan","APPLES","Excess Sun",5,"MAY",1,97
"751541",2006,"WA","Okanogan","APPLES","Excess Moisture/Precip/Rain",5,"MAY",21.75,30234.75
"751542",2006,"WA","Okanogan","APPLES","Frost",6,"JUN",1.92,2027.04
"751543",2006,"WA","Okanogan","APPLES","Frost",5,"MAY",5,897
"751544",2006,"WA","Okanogan","APPLES","Frost",4,"APR",23.2,3124
"751545",2006,"WA","Okanogan","APPLES","Freeze",6,"JUN",2.28,7613.4
"751546",2006,"WA","Okanogan","APPLES","Cold Wet Weather",7,"JUL",4.8,8495
"751547",2006,"WA","Okanogan","APPLES","Cold Wet Weather",5,"MAY",13.377,16705.57
"751548",2006,"WA","Okanogan","CHERRIES","Hail",7,"JUL",35,64365
"751549",2006,"WA","Okanogan","CHERRIES","Hail",6,"JUN",4.1,4542
"751550",2006,"WA","Okanogan","CHERRIES","Hail",6,"JUN",10.625,17092.25
"751551",2006,"WA","Okanogan","CHERRIES","Excess Moisture/Precip/Rain",6,"JUN",0.875,694.75
"751552",2006,"WA","Okanogan","ADJUSTED GROSS REVENUE-LITE","Other Causes",5,"MAY",0,9881.7
"751553",2006,"WA","Okanogan","ADJUSTED GROSS REVENUE-LITE","Other Causes",6,"JUN",0,15782.9
"751554",2006,"WA","Okanogan","ADJUSTED GROSS REVENUE-LITE","Heat",7,"JUL",0,8999.4
"751555",2006,"WA","Okanogan","ADJUSTED GROSS REVENUE-LITE","Hail",6,"JUN",0,211878
"751556",2006,"WA","Okanogan","ADJUSTED GROSS REVENUE-LITE","Hail",5,"MAY",0,133193.3
"751557",2006,"WA","Okanogan","ADJUSTED GROSS REVENUE-LITE","Hail",7,"JUL",0,3605
"751558",2006,"WA","Okanogan","ADJUSTED GROSS REVENUE-LITE","Excess Moisture/Precip/Rain",7,"JUL",0,20998.6
"751559",2006,"WA","Okanogan","ADJUSTED GROSS REVENUE-LITE","Frost",5,"MAY",0,6764.1
"751560",2006,"WA","Okanogan","ADJUSTED GROSS REVENUE","Hail",5,"MAY",0,105612
"751561",2006,"WA","Okanogan","PEARS","Hail",5,"MAY",2.9,5828
"751562",2006,"WA","Okanogan","PEARS","Cold Wet Weather",5,"MAY",22.1,16944
"751563",2006,"WA","Okanogan","FRESH NECTARINES","Hail",6,"JUN",4.3,7412
"751564",2006,"WA","Okanogan","FRESH NECTARINES","Frost",4,"APR",7.6,7452
"751565",2006,"WA","Okanogan","FRESH FREESTONE PEACHES","Frost",4,"APR",4.2,5542
"751566",2006,"WA","Skagit","BLUEBERRIES","Cold Wet Weather",4,"APR",38,3974
"751567",2006,"WA","Skagit","POTATOES","Heat",8,"AUG",70.578,22199.4
"751568",2006,"WA","Skagit","POTATOES","Heat",8,"AUG",19.448,10204.8
"751569",2006,"WA","Skagit","POTATOES","Excess Moisture/Precip/Rain",10,"OCT",4.672,-2288.4
"751570",2006,"WA","Skagit","POTATOES","Excess Moisture/Precip/Rain",10,"OCT",5.632,5407.2
"751571",2006,"WA","Skagit","POTATOES","Plant Disease",10,"OCT",48.39,58005
"751572",2006,"WA","Skagit","POTATOES","Plant Disease",10,"OCT",81.07,77747
"751573",2006,"WA","Spokane","WHEAT","Decline in Price",9,"SEP",110.03,435
"751574",2006,"WA","Spokane","WHEAT","Drought",6,"JUN",352.82,8678
"751575",2006,"WA","Spokane","WHEAT","Drought",7,"JUL",53.73,1264
"751576",2006,"WA","Spokane","WHEAT","Drought",6,"JUN",210.98,5263
"751577",2006,"WA","Spokane","WHEAT","Drought",7,"JUL",511.5,11465
"751578",2006,"WA","Spokane","WHEAT","Heat",6,"JUN",1671.774,123055.4
"751579",2006,"WA","Spokane","WHEAT","Heat",7,"JUL",122.31,329
"751580",2006,"WA","Spokane","WHEAT","Heat",7,"JUL",128.736,3129.4
"751581",2006,"WA","Spokane","WHEAT","Heat",6,"JUN",95.74,10836
"751582",2006,"WA","Spokane","WHEAT","Heat",6,"JUN",192.09,7675
"751583",2006,"WA","Spokane","WHEAT","Excess Moisture/Precip/Rain",6,"JUN",9.58,706
"751584",2006,"WA","Spokane","WHEAT","Excess Moisture/Precip/Rain",5,"MAY",140.74,3401.2
"751585",2006,"WA","Spokane","WHEAT","Excess Moisture/Precip/Rain",3,"MAR",231.7,2262
"751586",2006,"WA","Spokane","WHEAT","Frost",2,"FEB",76.57,3606
"751587",2006,"WA","Spokane","WHEAT","Frost",5,"MAY",284.88,6837
"751588",2006,"WA","Spokane","WHEAT","Freeze",2,"FEB",62.23,2030
"751589",2006,"WA","Spokane","DRY PEAS","Drought",6,"JUN",136.66,6415
"751590",2006,"WA","Spokane","DRY PEAS","Heat",6,"JUN",1287.91,35537
"751591",2006,"WA","Spokane","DRY PEAS","Heat",7,"JUL",736.56,10445
"751592",2006,"WA","Spokane","DRY PEAS","Excess Moisture/Precip/Rain",7,"JUL",1234.14,32685
"751593",2006,"WA","Spokane","DRY PEAS","Excess Moisture/Precip/Rain",6,"JUN",39.45,1859
"751594",2006,"WA","Spokane","DRY PEAS","Wind/Excess Wind",9,"SEP",360.68,6632
"751595",2006,"WA","Spokane","DRY PEAS","Plant Disease",5,"MAY",196.08,3267
"751596",2006,"WA","Spokane","MUSTARD","Heat",7,"JUL",126.79,1027
"751597",2006,"WA","Spokane","BARLEY","Drought",7,"JUL",88.3,1565
"751598",2006,"WA","Spokane","BARLEY","Drought",6,"JUN",54.16,1273
"751599",2006,"WA","Spokane","BARLEY","Heat",6,"JUN",429.22,11363
"751600",2006,"WA","Spokane","BARLEY","Excess Moisture/Precip/Rain",6,"JUN",65.99,2155
"751601",2006,"WA","Spokane","All Other Crops","Hail",6,"JUN",9.1,28804
"751602",2006,"WA","Walla Walla","WHEAT","Decline in Price",9,"SEP",2201.5729,23840.36
"751603",2006,"WA","Walla Walla","WHEAT","Drought",7,"JUL",2240.381,258833.9
"751604",2006,"WA","Walla Walla","WHEAT","Drought",3,"MAR",1319.368,81671.6
"751605",2006,"WA","Walla Walla","WHEAT","Drought",6,"JUN",4535.2564,193302.61
"751606",2006,"WA","Walla Walla","WHEAT","Drought",3,"MAR",120.08,5426.4
"751607",2006,"WA","Walla Walla","WHEAT","Drought",6,"JUN",132.43,6961
"751608",2006,"WA","Walla Walla","WHEAT","Drought",1,"JAN",1588.344,137757
"751609",2006,"WA","Walla Walla","WHEAT","Drought",5,"MAY",369.12,10490.4
"751610",2006,"WA","Walla Walla","WHEAT","Drought",5,"MAY",229.38,1206
"751611",2006,"WA","Walla Walla","WHEAT","Drought",7,"JUL",19.556,3277.6
"751612",2006,"WA","Walla Walla","WHEAT","Heat",5,"MAY",736.458,21022.2
"751613",2006,"WA","Walla Walla","WHEAT","Heat",5,"MAY",5602.9803,367339.59
"751614",2006,"WA","Walla Walla","WHEAT","Heat",7,"JUL",3738.556,414777.6
"751615",2006,"WA","Walla Walla","WHEAT","Heat",7,"JUL",29.334,4916.4
"751616",2006,"WA","Walla Walla","WHEAT","Heat",6,"JUN",3845.544,218711.1
"751617",2006,"WA","Walla Walla","WHEAT","Heat",6,"JUN",337.496,10199.2
"751618",2006,"WA","Walla Walla","WHEAT","Hail",5,"MAY",123.4,15011
"751619",2006,"WA","Walla Walla","WHEAT","Hail",5,"MAY",341.19,8088.3
"751620",2006,"WA","Walla Walla","WHEAT","Excess Moisture/Precip/Rain",7,"JUL",283.68,25159
"751621",2006,"WA","Walla Walla","WHEAT","Excess Moisture/Precip/Rain",5,"MAY",35.045,2190.5
"751622",2006,"WA","Walla Walla","WHEAT","Excess Moisture/Precip/Rain",5,"MAY",299.345,18737
"751623",2006,"WA","Walla Walla","WHEAT","Frost",5,"MAY",2972.499,344363.5
"751624",2006,"WA","Walla Walla","WHEAT","Frost",4,"APR",30.02,1356.6
"751625",2006,"WA","Walla Walla","WHEAT","Frost",3,"MAR",653.52,32355
"751626",2006,"WA","Walla Walla","WHEAT","Frost",4,"APR",1265,43167.4
"751627",2006,"WA","Walla Walla","WHEAT","Frost",2,"FEB",146.96,6376
"751628",2006,"WA","Walla Walla","WHEAT","Frost",5,"MAY",1852.562,52988.1
"751629",2006,"WA","Walla Walla","WHEAT","Freeze",4,"APR",43.29,1369
"751630",2006,"WA","Walla Walla","WHEAT","Freeze",1,"JAN",1517.99,86034
"751631",2006,"WA","Walla Walla","WHEAT","Freeze",5,"MAY",4158.2185,216073.97
"751632",2006,"WA","Walla Walla","WHEAT","Freeze",2,"FEB",3759.772,234247.6
"751633",2006,"WA","Walla Walla","WHEAT","Freeze",4,"APR",983.76,58697.9
"751634",2006,"WA","Walla Walla","WHEAT","Freeze",2,"FEB",531.18,8775
"751635",2006,"WA","Walla Walla","WHEAT","Freeze",12,"DEC",432.7,7148
"751636",2006,"WA","Walla Walla","WHEAT","Freeze",5,"MAY",210.706,8583.7
"751637",2006,"WA","Walla Walla","WHEAT","Cold Winter",2,"FEB",68.3,1127
"751638",2006,"WA","Walla Walla","WHEAT","Cold Wet Weather",2,"FEB",2138.8679,128715.77
"751639",2006,"WA","Walla Walla","WHEAT","Cold Wet Weather",2,"FEB",44.088,1912.8
"751640",2006,"WA","Walla Walla","WHEAT","Cold Wet Weather",3,"MAR",373.568,12727.2
"751641",2006,"WA","Walla Walla","WHEAT","Wind/Excess Wind",5,"MAY",299.345,18737
"751642",2006,"WA","Walla Walla","WHEAT","Wind/Excess Wind",7,"JUL",261.552,11074.2
"751643",2006,"WA","Walla Walla","WHEAT","Wind/Excess Wind",5,"MAY",35.045,2190.5
"751644",2006,"WA","Walla Walla","ONIONS","Heat",7,"JUL",1.75,3634.4
"751645",2006,"WA","Walla Walla","ONIONS","Heat",7,"JUL",13.825,16848.65
"751646",2006,"WA","Walla Walla","ONIONS","Heat",5,"MAY",3.5,-4309
"751647",2006,"WA","Walla Walla","ONIONS","Heat",5,"MAY",16.5,6672
"751648",2006,"WA","Walla Walla","ONIONS","Hail",5,"MAY",60,11150
"751649",2006,"WA","Walla Walla","ONIONS","Excess Moisture/Precip/Rain",6,"JUN",0.75,1557.6
"751650",2006,"WA","Walla Walla","ONIONS","Excess Moisture/Precip/Rain",7,"JUL",4.845,2945.25
"751651",2006,"WA","Walla Walla","ONIONS","Excess Moisture/Precip/Rain",6,"JUN",3.93,6008.1
"751652",2006,"WA","Walla Walla","ONIONS","Freeze",2,"FEB",2.4,4403.6
"751653",2006,"WA","Walla Walla","ONIONS","Freeze",12,"DEC",3.6,6605.4
"751654",2006,"WA","Walla Walla","PROCESSING BEANS","Heat",7,"JUL",50.5,9826
"751655",2006,"WA","Walla Walla","PROCESSING BEANS","Heat",7,"JUL",59.5,23460
"751656",2006,"WA","Walla Walla","DRY BEANS","Heat",5,"MAY",61.28,4677
"751657",2006,"WA","Walla Walla","DRY BEANS","Heat",7,"JUL",291.08,24704.3
"751658",2006,"WA","Walla Walla","DRY BEANS","Plant Disease",4,"APR",10.32,398.7
"751659",2006,"WA","Walla Walla","GRAPES","Hail",5,"MAY",2392.6,655710
"751660",2006,"WA","Walla Walla","GRAPES","Hail",5,"MAY",13.2,22345
"751661",2006,"WA","Walla Walla","GRAPES","Excess Moisture/Precip/Rain",10,"OCT",2.4,3383
"751662",2006,"WA","Walla Walla","GRAPES","Frost",5,"MAY",18.3,40255
"751663",2006,"WA","Walla Walla","GRAPES","Cold Wet Weather",5,"MAY",55.3,3383
"751664",2006,"WA","Walla Walla","APPLES","Hail",5,"MAY",3738.8,11041465
"751665",2006,"WA","Walla Walla","APPLES","Hail",5,"MAY",713.2,2935137
"751666",2006,"WA","Walla Walla","CHERRIES","Hail",5,"MAY",20.565,27061.75
"751667",2006,"WA","Walla Walla","CHERRIES","Excess Moisture/Precip/Rain",6,"JUN",49.935,55748.25
